State,Constituency,Party,Candidate,Votes,Votes Percentage
Rajasthan,JAIPUR,Bahujan Samaj Party,RAJESH TANWAR,3461,5.36E-06
Rajasthan,JAIPUR,Independent,HARI NARAYAN MEENA,2202,3.41E-06
Rajasthan,JAIPUR,Independent,RAJEEV ROLIWAL,970,1.50E-06
Rajasthan,JAIPUR,Independent,YOGESH SHARMA,816,1.26E-06
Rajasthan,JAIPUR,Rashtriya Sanatan Party,NARENDER SHARMA,669,1.04E-06
Rajasthan,JAIPUR,Socialist Unity Centre Of India (COMMUNIST),KULDEEP SINGH,615,9.53E-07
Rajasthan,JAIPUR,Independent,DR. ASEEM VERMA,572,8.86E-07
Rajasthan,JAIPUR,Indian Peoples Green Party,PRADEEP VERMA,448,6.94E-07
Rajasthan,JAIPUR,Bheem Tribal Congress,ADVOCATE HARI KISHAN TIWARI,400,6.20E-07
Rajasthan,JAIPUR,Right to Recall Party,SHASHANK SINGH ARYA,393,6.09E-07
Rajasthan,JAIPUR,Rashtriya Samta Vikas Party,TRILOK TIWARI,351,5.44E-07
Rajasthan,JAIPUR,None of the Above,NOTA,10428,1.62E-05
Rajasthan,ALWAR,Bharatiya Janata Party,BHUPENDER YADAV,631992,0.000979281
Rajasthan,ALWAR,Indian National Congress,LALIT YADAV,583710,0.000904467
Rajasthan,ALWAR,Bahujan Samaj Party,FAZAL HUSSAIN,19287,2.99E-05
Rajasthan,ALWAR,Sarv Samaj Party,PARDEEP KUMAR,4362,6.76E-06
Rajasthan,ALWAR,Independent,VIVEK JAIN,2438,3.78E-06
Rajasthan,ALWAR,Independent,RAMBABU SHARMA,2232,3.46E-06
Rajasthan,ALWAR,Independent,AMIT GUPTA,1389,2.15E-06
Rajasthan,ALWAR,Independent,CHHAGAN LAL,1327,2.06E-06
Rajasthan,ALWAR,Hindustan Janta Party,VISHVNATH KHINCHI,879,1.36E-06
Rajasthan,ALWAR,None of the Above,NOTA,5822,9.02E-06
Rajasthan,BHARATPUR,Indian National Congress,SANJNA JATAV,579890,0.000898548
Rajasthan,BHARATPUR,Bharatiya Janata Party,RAMSWAROOP KOLI,527907,0.000818
Rajasthan,BHARATPUR,Bahujan Samaj Party,ANJILA JATAV,9508,1.47E-05
Rajasthan,BHARATPUR,Independent,ANEETA,5119,7.93E-06
Rajasthan,BHARATPUR,Independent,PURUSHOTTAM LAL,2747,4.26E-06
Rajasthan,BHARATPUR,Independent,PUSHPENDAR KUMAR,2386,3.70E-06
Rajasthan,BHARATPUR,None of the Above,NOTA,5443,8.43E-06
Rajasthan,KARAULI-DHOLPUR,Indian National Congress,BHAJAN LAL JATAV,530011,0.00082126
Rajasthan,KARAULI-DHOLPUR,Bharatiya Janata Party,INDU DEVI,431066,0.000667943
Rajasthan,KARAULI-DHOLPUR,Bahujan Samaj Party,VIKRAM SINGH,14112,2.19E-05
Rajasthan,KARAULI-DHOLPUR,Independent,RAMKHILADI DHOVI,5473,8.48E-06
Rajasthan,KARAULI-DHOLPUR,None of the Above,NOTA,7460,1.16E-05
Rajasthan,DAUSA,Indian National Congress,MURARI LAL MEENA,646266,0.001001399
Rajasthan,DAUSA,Bharatiya Janata Party,KANHAIYA LAL MEENA,408926,0.000633637
Rajasthan,DAUSA,Bahujan Samaj Party,SONU DHANKA,6797,1.05E-05
Rajasthan,DAUSA,Independent,"DR. RAM ROOP MEENA, ADVOCATE",2721,4.22E-06
Rajasthan,DAUSA,Independent,MOHAN LAL MEENA,2178,3.37E-06
Rajasthan,DAUSA,None of the Above,NOTA,5846,9.06E-06
Rajasthan,TONK-SAWAI MADHOPUR,Indian National Congress,HARISH CHANDRA MEENA,623763,0.00096653
Rajasthan,TONK-SAWAI MADHOPUR,Bharatiya Janata Party,SUKHBIR SINGH JAUNAPURIA,558814,0.00086589
Rajasthan,TONK-SAWAI MADHOPUR,Bahujan Samaj Party,PRAHALAD MALI,13144,2.04E-05
Rajasthan,TONK-SAWAI MADHOPUR,Indian Peoples Green Party,GANESH MEENA,7433,1.15E-05
Rajasthan,TONK-SAWAI MADHOPUR,Independent,MAKHAN LAL MEENA,3324,5.15E-06
Rajasthan,TONK-SAWAI MADHOPUR,Independent,JASRAM MEENA,3045,4.72E-06
Rajasthan,TONK-SAWAI MADHOPUR,Aazad Samaj Party (Kanshi Ram),VIJENDRA,2697,4.18E-06
Rajasthan,TONK-SAWAI MADHOPUR,Independent,GIRRAJ PRASAD MEENA,2521,3.91E-06
Rajasthan,TONK-SAWAI MADHOPUR,Bharat Adivasi Party,JAGDISH PRASAD MEENA,1373,2.13E-06
Rajasthan,TONK-SAWAI MADHOPUR,Rajasthan Raj Party,DULI CHAND SAINI,1264,1.96E-06
Rajasthan,TONK-SAWAI MADHOPUR,Bheem Tribal Congress,JAGDISH PRASAD SHARMA,1029,1.59E-06
Rajasthan,TONK-SAWAI MADHOPUR,None of the Above,NOTA,8177,1.27E-05
Rajasthan,AJMER,Bharatiya Janata Party,BHAGIRATH CHOUDHARY,747462,0.001158203
Rajasthan,AJMER,Indian National Congress,RAMCHANDRA CHOUDHARY,417471,0.000646877
Rajasthan,AJMER,Bahujan Samaj Party,RAMDEV,4944,7.66E-06
Rajasthan,AJMER,Independent,SURENDRA SINGH RANAVAT,4373,6.78E-06
Rajasthan,AJMER,Bharatiya Yuva Jan Ekta Party,MUKESH GENA,3196,4.95E-06
Rajasthan,AJMER,Aazad Samaj Party (Kanshi Ram),JITENDRA BOYAT,2633,4.08E-06
Rajasthan,AJMER,Independent,SATYANARAYAN MALI,2420,3.75E-06
Rajasthan,AJMER,Independent,VISHRAM BABU,1524,2.36E-06
Rajasthan,AJMER,National Future Party,SHABUDADIN,1197,1.85E-06
Rajasthan,AJMER,Independent,PREM LATA,1155,1.79E-06
Rajasthan,AJMER,Independent,YUSUF,1000,1.55E-06
Rajasthan,AJMER,Independent,BHAWARLAL SONI,938,1.45E-06
Rajasthan,AJMER,Akhil Bhartiya Aamjan Party,RAMLAL,818,1.27E-06
Rajasthan,AJMER,Independent,DAYA MOHAN GARG,646,1.00E-06
Rajasthan,AJMER,None of the Above,NOTA,11402,1.77E-05
Rajasthan,NAGAUR,Rashtriya Loktantrik Party,HANUMAN BENIWAL,596955,0.00092499
Rajasthan,NAGAUR,Bharatiya Janata Party,JYOTI MIRDHA,554730,0.000859562
Rajasthan,NAGAUR,Abhinav Rajasthan Party,DR ASHOK CHOUDHARY,26294,4.07E-05
Rajasthan,NAGAUR,Bahujan Samaj Party,DR. GAJENDRA SINGH RATHORE,24008,3.72E-05
Rajasthan,NAGAUR,Independent,RAJKUMAR JAT,8232,1.28E-05
Rajasthan,NAGAUR,Independent,HARI RAM,7626,1.18E-05
Rajasthan,NAGAUR,Independent,PREMRAJ KHARDIYA,4512,6.99E-06
Rajasthan,NAGAUR,Independent,AMEEN KHAN,4463,6.92E-06
Rajasthan,NAGAUR,Rashtriya Janshakti Party (Secular),HANUMAN SINGH KALVI,2882,4.47E-06
Rajasthan,NAGAUR,None of the Above,NOTA,8771,1.36E-05
Rajasthan,PALI,Bharatiya Janata Party,P. P. CHAUDHARY,757389,0.001173585
Rajasthan,PALI,Indian National Congress,SANGEETA BENIWAL,512038,0.00079341
Rajasthan,PALI,Independent,LAL SINGH DEWASI,19002,2.94E-05
Rajasthan,PALI,Independent,HUKAM SINGH,17097,2.65E-05
Rajasthan,PALI,Bahujan Samaj Party,MAHENDRA REGAR,11101,1.72E-05
Rajasthan,PALI,Bharat Adivasi Party,JEEVARAM RANA,8347,1.29E-05
Rajasthan,PALI,Independent,SHRAWAN RAM DEWASI,5593,8.67E-06
Rajasthan,PALI,Independent,MUKESH SAINI,2523,3.91E-06
Rajasthan,PALI,Indian Peoples Green Party,BASTIRAM,1586,2.46E-06
Rajasthan,PALI,Independent,BHIYARAM,1345,2.08E-06
Rajasthan,PALI,Independent,KESARAM,1345,2.08E-06
Rajasthan,PALI,Independent,ANAND KUMAR PARIHAR,1335,2.07E-06
Rajasthan,PALI,Independent,DEEPAK BAMNIYA,1288,2.00E-06
Rajasthan,PALI,None of the Above,NOTA,13853,2.15E-05
Rajasthan,JODHPUR,Bharatiya Janata Party,GAJENDRA SINGH SHEKHAWAT,730056,0.001131232
Rajasthan,JODHPUR,Indian National Congress,KARAN SINGH UCHIYARDA,614379,0.000951989
Rajasthan,JODHPUR,Independent,SUNIL KUMAR PAREEK,7429,1.15E-05
Rajasthan,JODHPUR,Bahujan Samaj Party,MANJU MEGHWAL,6395,9.91E-06
Rajasthan,JODHPUR,Aazad Samaj Party (Kanshi Ram),ANANDARAM URF ANAND CHAUHAN,3680,5.70E-06
Rajasthan,JODHPUR,Independent,SUNIL BHANDARI,3238,5.02E-06
Rajasthan,JODHPUR,Independent,VISHEK VISHNOI,1750,2.71E-06
Rajasthan,JODHPUR,Independent,SHIVA RAM,1195,1.85E-06
Rajasthan,JODHPUR,Independent,LIKHAMA RAM,1125,1.74E-06
Rajasthan,JODHPUR,Independent,NARESH KANDARA,1027,1.59E-06
Rajasthan,JODHPUR,Bharatiya Sampuran Krantikari Party,SATYANARAYAN,782,1.21E-06
Rajasthan,JODHPUR,Right to Recall Party,PAPPU DAN,654,1.01E-06
Rajasthan,JODHPUR,Dalit Kranti Dal,SHAHNAZ BANO,547,8.48E-07
Rajasthan,JODHPUR,Rashtriya Janshakti Party (Secular),RAM DAYAL BISHNOI,503,7.79E-07
Rajasthan,JODHPUR,Indian Peoples Green Party,BHOM SINGH,487,7.55E-07
Rajasthan,JODHPUR,None of the Above,NOTA,10591,1.64E-05
Rajasthan,BARMER,Indian National Congress,UMMEDA RAM BENIWAL,704676,0.001091906
Rajasthan,BARMER,Independent,RAVINDRA SINGH BHATI,586500,0.00090879
Rajasthan,BARMER,Bharatiya Janata Party,KAILASH CHOUDHARY,286733,0.000444297
Rajasthan,BARMER,Independent,TARARAM MEHNA,49957,7.74E-05
Rajasthan,BARMER,Independent,PRATAPA RAM,8318,1.29E-05
Rajasthan,BARMER,Independent,HANIPH,7760,1.20E-05
Rajasthan,BARMER,Bahujan Samaj Party,LEELA RAM,7585,1.18E-05
Rajasthan,BARMER,Aazad Samaj Party (Kanshi Ram),PRABHU RAM,6396,9.91E-06
Rajasthan,BARMER,Independent,RAMA RAM,6041,9.36E-06
Rajasthan,BARMER,Independent,POPAT LAL,3159,4.89E-06
Rajasthan,BARMER,Independent,DEVILAL JAIN,3023,4.68E-06
Rajasthan,BARMER,None of the Above,NOTA,17903,2.77E-05
Rajasthan,JALORE,Bharatiya Janata Party,LUMBARAM,796783,0.001234627
Rajasthan,JALORE,Indian National Congress,VAIBHAV GEHLOT,595240,0.000922333
Rajasthan,JALORE,Bharat Adivasi Party,OTARAM,10109,1.57E-05
Rajasthan,JALORE,Independent,SHAKUR,9872,1.53E-05
Rajasthan,JALORE,Aazad Samaj Party (Kanshi Ram),MOTI LAL,4586,7.11E-06
Rajasthan,JALORE,Independent,RAMESH KUMAR BHANDARI,3910,6.06E-06
Rajasthan,JALORE,Independent,DEVARAM,3134,4.86E-06
Rajasthan,JALORE,Independent,KALURAM MEGHWAL,2263,3.51E-06
Rajasthan,JALORE,Independent,DINESH SINGH,2105,3.26E-06
Rajasthan,JALORE,Bheem Tribal Congress,TIKMA RAM BHATI,1660,2.57E-06
Rajasthan,JALORE,Independent,DALARAM,1508,2.34E-06
Rajasthan,JALORE,Indian Peoples Green Party,FOJARAM,1497,2.32E-06
Rajasthan,JALORE,None of the Above,NOTA,18459,2.86E-05
Rajasthan,UDAIPUR,Bharatiya Janata Party,MANNA LAL RAWAT,738286,0.001143985
Rajasthan,UDAIPUR,Indian National Congress,TARACHAND MEENA,476678,0.000738619
Rajasthan,UDAIPUR,Bharat Adivasi Party,PRAKASH CHAND,217138,0.000336458
Rajasthan,UDAIPUR,Bahujan Samaj Party,DALPAT RAM GARASIA,14460,2.24E-05
Rajasthan,UDAIPUR,Independent,DR. SAVITA KUMARI AHARI,8162,1.26E-05
Rajasthan,UDAIPUR,Independent,PRABHULAL MEENA,7996,1.24E-05
Rajasthan,UDAIPUR,Indian Peoples Green Party,RAJENDRA KUMAR MEENA,6777,1.05E-05
Rajasthan,UDAIPUR,Independent,KANJI LAL DAMOR,5931,9.19E-06
Rajasthan,UDAIPUR,None of the Above,NOTA,22948,3.56E-05
Rajasthan,BANSWARA,Bharat Adivasi Party,RAJ KUMAR ROAT,820831,0.00127189
Rajasthan,BANSWARA,Bharatiya Janata Party,MAHENDRAJEETSINGH MALVIYA,573777,0.000889076
Rajasthan,BANSWARA,Independent,RAJKUMAR S/O HIRALAL,74598,0.000115591
Rajasthan,BANSWARA,Indian National Congress,ARVIND SITA DAMOR,61211,9.48E-05
Rajasthan,BANSWARA,Independent,RAJKUMAR S/O PREMJI,41790,6.48E-05
Rajasthan,BANSWARA,Independent,BANSHILAL AHARI,17896,2.77E-05
Rajasthan,BANSWARA,Indian Peoples Green Party,SHANKARLAL BAMANIYA,17188,2.66E-05
Rajasthan,BANSWARA,Bahujan Samaj Party,DILEEP KUMAR MEENA,8591,1.33E-05
Rajasthan,BANSWARA,None of the Above,NOTA,20970,3.25E-05
Rajasthan,CHITTORGARH,Bharatiya Janata Party,CHANDRA PRAKASH JOSHI,888202,0.001376282
Rajasthan,CHITTORGARH,Indian National Congress,ANJANA UDAILAL,498325,0.000772162
Rajasthan,CHITTORGARH,Bharat Adivasi Party,BHIL ADIVASI MANGILAL NANAMA,42811,6.63E-05
Rajasthan,CHITTORGARH,Independent,RAMESHWAR LAL BAIRWA (INDORA),9539,1.48E-05
Rajasthan,CHITTORGARH,Independent,KUMAWAT RAMESH CHANDRA,8842,1.37E-05
Rajasthan,CHITTORGARH,Bahujan Samaj Party,MEGHWAL RADHESHYAM,8613,1.33E-05
Rajasthan,CHITTORGARH,Independent,SHYAM LAL MEGHWAL,7907,1.23E-05
Rajasthan,CHITTORGARH,Independent,BAPU LAL ANJANA,7846,1.22E-05
Rajasthan,CHITTORGARH,Ekam Sanatan Bharat Dal,PRAKASH DHAKAR,3925,6.08E-06
Rajasthan,CHITTORGARH,Independent,PRATAP SINGH,3347,5.19E-06
Rajasthan,CHITTORGARH,Akhil Bharatiya Congress Dal (Ambedkar),AZAD PRAKASH CHANDRA MEGHWAL,2777,4.30E-06
Rajasthan,CHITTORGARH,Independent,JOGENDRA SINGH HODA,2302,3.57E-06
Rajasthan,CHITTORGARH,Independent,GAJENDRA,1644,2.55E-06
Rajasthan,CHITTORGARH,Independent,KALYAN SINGH BHATI,1562,2.42E-06
Rajasthan,CHITTORGARH,Right to Recall Party,MAHAVIR PRASAD KUMAWAT,1549,2.40E-06
Rajasthan,CHITTORGARH,Independent,KAMAL,1498,2.32E-06
Rajasthan,CHITTORGARH,Pehchan People’s Party,MOHAMMAD WAHID KHAN,1228,1.90E-06
Rajasthan,CHITTORGARH,Vishva Shakti Party,SITA RAM AHIR,1226,1.90E-06
Rajasthan,CHITTORGARH,None of the Above,NOTA,5590,8.66E-06
Rajasthan,RAJSAMAND,Bharatiya Janata Party,MAHIMA KUMARI MEWAR,781203,0.001210485
Rajasthan,RAJSAMAND,Indian National Congress,DR. DAMODAR GURJAR,388980,0.00060273
Rajasthan,RAJSAMAND,Bahujan Samaj Party,RAMAKISHAN BHADU,9135,1.42E-05
Rajasthan,RAJSAMAND,Independent,NEERU RAM KAPRI,7831,1.21E-05
Rajasthan,RAJSAMAND,Independent,DHARAM SINGH RAWAT,4053,6.28E-06
Rajasthan,RAJSAMAND,Independent,NARAYAN SONI,3374,5.23E-06
Rajasthan,RAJSAMAND,Bhartiya Jan Adhikar Party,GHANSHYAM SINGH,1940,3.01E-06
Rajasthan,RAJSAMAND,Independent,JITENDRA KUMAR KHATIK,1815,2.81E-06
Rajasthan,RAJSAMAND,Independent,DR. ARPIT CHHAJER,1244,1.93E-06
Rajasthan,RAJSAMAND,Bheem Tribal Congress,PRAMOD KUMAR VERMA,1144,1.77E-06
Rajasthan,RAJSAMAND,None of the Above,NOTA,12411,1.92E-05
Rajasthan,BHILWARA,Bharatiya Janata Party,DAMODAR AGARWAL,807640,0.00125145
Rajasthan,BHILWARA,Indian National Congress,C P JOSHI,453034,0.000701983
Rajasthan,BHILWARA,Bahujan Samaj Party,RAMESHWAR LAL BAIRWA,8283,1.28E-05
Rajasthan,BHILWARA,Independent,RAJESH PATNI,8018,1.24E-05
Rajasthan,BHILWARA,Viro Ke Vir Indian Party,JAYKISHAN,4084,6.33E-06
Rajasthan,BHILWARA,Independent,MOTILAL SINGHANIA,3887,6.02E-06
Rajasthan,BHILWARA,Independent,NARAYAN LAL JAT,1684,2.61E-06
Rajasthan,BHILWARA,Right to Recall Party,PAWAN KUMAR SHARMA,1617,2.51E-06
Rajasthan,BHILWARA,Independent,ANURAG AROT,1425,2.21E-06
Rajasthan,BHILWARA,Bhartiya Garib Vikas Kalyan Party,VIJAY KUMAR SONI,1347,2.09E-06
Rajasthan,BHILWARA,None of the Above,NOTA,13376,2.07E-05
Rajasthan,KOTA,Bharatiya Janata Party,OM BIRLA,750496,0.001162904
Rajasthan,KOTA,Indian National Congress,PRAHLAD GUNJAL,708522,0.001097865
Rajasthan,KOTA,Bahujan Samaj Party,DHANRAJ YADAV,7575,1.17E-05
Rajasthan,KOTA,Ekam Sanatan Bharat Dal,ASHISH YOGI,5775,8.95E-06
Rajasthan,KOTA,Independent,LAKSHMICHAND,3892,6.03E-06
Rajasthan,KOTA,Independent,SATYENDRA KUMAR JAIN,2521,3.91E-06
Rajasthan,KOTA,Independent,RAMNATH MEHRA,2422,3.75E-06
Rajasthan,KOTA,Independent,MOINUDDIN,1860,2.88E-06
Rajasthan,KOTA,Independent,BHANWAR KUMAR RAWAL,1131,1.75E-06
Rajasthan,KOTA,Bharatheeya Jawan Kisan Party,BALDEV SINGH FOJI,1069,1.66E-06
Rajasthan,KOTA,Independent,KAMAL KUMAR BAIRWA,1014,1.57E-06
Rajasthan,KOTA,Right to Recall Party,TARUN GOCHAR,1000,1.55E-06
Rajasthan,KOTA,Independent,KAILASHI ANIL JAIN,994,1.54E-06
Rajasthan,KOTA,Independent,ABDUL ASIF,865,1.34E-06
Rajasthan,KOTA,Independent,OM PRAKASH SHAKYAWAL,760,1.18E-06
Rajasthan,KOTA,None of the Above,NOTA,10261,1.59E-05
Rajasthan,JHALAWAR-BARAN,Bharatiya Janata Party,DUSHYANT SINGH,865376,0.001340913
Rajasthan,JHALAWAR-BARAN,Indian National Congress,URMILA JAIN “BHAYA”,494387,0.00076606
Rajasthan,JHALAWAR-BARAN,Bahujan Samaj Party,CHANDRA SINGH KIRAD,12285,1.90E-05
Rajasthan,JHALAWAR-BARAN,Independent,RAVI RAJ SINGH,10274,1.59E-05
Rajasthan,JHALAWAR-BARAN,Right to Recall Party,BHUVANESH KUMAR,9345,1.45E-05
Rajasthan,JHALAWAR-BARAN,Independent,BABULAL,7692,1.19E-05
Rajasthan,JHALAWAR-BARAN,Independent,PANKAJ PAJANTORIVALA,5945,9.21E-06
Rajasthan,JHALAWAR-BARAN,None of the Above,NOTA,16027,2.48E-05
Sikkim,Sikkim,Sikkim Krantikari Morcha,INDRA HANG SUBBA,164396,0.000254734
Sikkim,Sikkim,Citizen Action Party-Sikkim,BHARAT BASNETT,83566,0.000129487
Sikkim,Sikkim,Sikkim Democratic Front,PREM DAS RAI,77171,0.000119578
Sikkim,Sikkim,Independent,LATEN TSHERING SHERPA,21263,3.29E-05
Sikkim,Sikkim,Bharatiya Janata Party,DINESH CHANDRA NEPAL,19035,2.95E-05
Sikkim,Sikkim,Sikkim Republican Party,KHARGA BHADUR RAI,4799,7.44E-06
Sikkim,Sikkim,Independent,SAMBHU CHETTRI,4690,7.27E-06
Sikkim,Sikkim,Indian National Congress,GOPAL CHETTRI,2241,3.47E-06
Sikkim,Sikkim,Independent,NAWIN KIRAN PRADHAN,1166,1.81E-06
Sikkim,Sikkim,Independent,BEENA RAI,1125,1.74E-06
Sikkim,Sikkim,Independent,RAVI CHANDRA RAI,1123,1.74E-06
Sikkim,Sikkim,Independent,SHYAMAL PAL,740,1.15E-06
Sikkim,Sikkim,Independent,MADHUKAR DHAKAL,532,8.24E-07
Sikkim,Sikkim,Independent,RUDRA MANI PRADHAN,519,8.04E-07
Sikkim,Sikkim,None of the Above,NOTA,2527,3.92E-06
Tamil Nadu,TIRUVALLUR,Indian National Congress,Sasikanth Senthil,796956,0.001234895
Tamil Nadu,TIRUVALLUR,Bharatiya Janata Party,"Balaganapathy, V. Pon",224801,0.000348332
Tamil Nadu,TIRUVALLUR,Desiya Murpokku Dravida Kazhagam,"Nallathambi, K.",223904,0.000346942
Tamil Nadu,TIRUVALLUR,Naam Tamilar Katchi,"Jagadesh Chander, M.",120838,0.00018724
Tamil Nadu,TIRUVALLUR,Bahujan Samaj Party,"Tamizhmadhi, D.",13810,2.14E-05
Tamil Nadu,TIRUVALLUR,Desiya Makkal Sakthi Katchi,"Ashok Priyadarshan, S.",2946,4.56E-06
Tamil Nadu,TIRUVALLUR,Naadaalum Makkal Katchi,Malathi,2853,4.42E-06
Tamil Nadu,TIRUVALLUR,Independent,"Mani, E.",2752,4.26E-06
Tamil Nadu,TIRUVALLUR,Anna MGR Dravida Makkal Kalgam,"Devandhran, M.",2008,3.11E-06
Tamil Nadu,TIRUVALLUR,Independent,"Manimaran, V.",1922,2.98E-06
Tamil Nadu,TIRUVALLUR,Independent,"Balakrishnan, K.",1690,2.62E-06
Tamil Nadu,TIRUVALLUR,Independent,"Bharathidasan, S.S.",1631,2.53E-06
Tamil Nadu,TIRUVALLUR,Independent,"Shakthivel, A.J.",1613,2.50E-06
Tamil Nadu,TIRUVALLUR,Independent,"Sivasankaran, V.",1110,1.72E-06
Tamil Nadu,TIRUVALLUR,None of the Above,NOTA,18978,2.94E-05
Tamil Nadu,CHENNAI NORTH,Dravida Munnetra Kazhagam,DR.KALANIDHI VEERASWAMY,497333,0.000770625
Tamil Nadu,CHENNAI NORTH,All India Anna Dravida Munnetra Kazhagam,R. MANOHAR,158111,0.000244995
Tamil Nadu,CHENNAI NORTH,Bharatiya Janata Party,R.C. PAUL KANAGARAJ,113318,0.000175588
Tamil Nadu,CHENNAI NORTH,Naam Tamilar Katchi,AMUDINI,95954,0.000148682
Tamil Nadu,CHENNAI NORTH,Independent,SARAH FATHIMA,5923,9.18E-06
Tamil Nadu,CHENNAI NORTH,Bahujan Samaj Party,E. IQBAL,3486,5.40E-06
Tamil Nadu,CHENNAI NORTH,Independent,MOORTHY. V,3137,4.86E-06
Tamil Nadu,CHENNAI NORTH,Independent,SURIYAMUTHU,978,1.52E-06
Tamil Nadu,CHENNAI NORTH,Independent,C. SENAPATHI,850,1.32E-06
Tamil Nadu,CHENNAI NORTH,Independent,DILLI GANESH. E,736,1.14E-06
Tamil Nadu,CHENNAI NORTH,Independent,U. VENKATESH,714,1.11E-06
Tamil Nadu,CHENNAI NORTH,Independent,M. ZION RAJ,697,1.08E-06
Tamil Nadu,CHENNAI NORTH,Thakkam Katchi,A. AJITHKUMAR,673,1.04E-06
Tamil Nadu,CHENNAI NORTH,Socialist Unity Centre Of India (COMMUNIST),J. SEBASTIN,588,9.11E-07
Tamil Nadu,CHENNAI NORTH,Naadaalum Makkal Katchi,AKSHAY,566,8.77E-07
Tamil Nadu,CHENNAI NORTH,Independent,B. BALAMURUGAN,488,7.56E-07
Tamil Nadu,CHENNAI NORTH,Independent,K.PALANIAPPAN,462,7.16E-07
Tamil Nadu,CHENNAI NORTH,Independent,R. SENTHIL KUMAR,457,7.08E-07
Tamil Nadu,CHENNAI NORTH,Independent,MATHANKUMAR. G,390,6.04E-07
Tamil Nadu,CHENNAI NORTH,Independent,P. JAYASELAN,386,5.98E-07
Tamil Nadu,CHENNAI NORTH,Independent,M. KOLANJI,362,5.61E-07
Tamil Nadu,CHENNAI NORTH,Independent,B. ZAKIR HUSSAIN,355,5.50E-07
Tamil Nadu,CHENNAI NORTH,Independent,P. UMADEVI,346,5.36E-07
Tamil Nadu,CHENNAI NORTH,Independent,K.C.JAYAPRAKASH,334,5.18E-07
Tamil Nadu,CHENNAI NORTH,Independent,C. SRIDHAR,307,4.76E-07
Tamil Nadu,CHENNAI NORTH,Independent,T. MANOHARAN,293,4.54E-07
Tamil Nadu,CHENNAI NORTH,Independent,K. SAMPATH,269,4.17E-07
Tamil Nadu,CHENNAI NORTH,Independent,D. SRINIVASAN,261,4.04E-07
Tamil Nadu,CHENNAI NORTH,Republican Party of India  (Sivaraj),S. RAVIKUMAR,259,4.01E-07
Tamil Nadu,CHENNAI NORTH,Independent,T. KAVIYARASU,252,3.90E-07
Tamil Nadu,CHENNAI NORTH,Independent,SATHISH. B,246,3.81E-07
Tamil Nadu,CHENNAI NORTH,Independent,D. KABILAN,209,3.24E-07
Tamil Nadu,CHENNAI NORTH,Independent,R.VINAYAGAMOORTHY,206,3.19E-07
Tamil Nadu,CHENNAI NORTH,Independent,P. MARIMUTHU,172,2.67E-07
Tamil Nadu,CHENNAI NORTH,Independent,V.MADHAN MOHAN,163,2.53E-07
Tamil Nadu,CHENNAI NORTH,None of the Above,NOTA,13208,2.05E-05
Tamil Nadu,CHENNAI SOUTH,Dravida Munnetra Kazhagam,T.SUMATHY (ALIAS) THAMIZHACHI THANGAPANDIAN,516628,0.000800523
Tamil Nadu,CHENNAI SOUTH,Bharatiya Janata Party,DR.TAMILISAI SOUNDARARAJAN,290683,0.000450418
Tamil Nadu,CHENNAI SOUTH,All India Anna Dravida Munnetra Kazhagam,DR.J.JAYAVARDHAN,172491,0.000267277
Tamil Nadu,CHENNAI SOUTH,Naam Tamilar Katchi,S.TAMILCHELVI,83972,0.000130116
Tamil Nadu,CHENNAI SOUTH,Jebamani Janata,M.G.RAMU,3534,5.48E-06
Tamil Nadu,CHENNAI SOUTH,Independent,M.AZARUTHEEN,1812,2.81E-06
Tamil Nadu,CHENNAI SOUTH,Bahujan Samaj Party,G.P. ROBERT,1599,2.48E-06
Tamil Nadu,CHENNAI SOUTH,Independent,R.RAVICHANDRAN,835,1.29E-06
Tamil Nadu,CHENNAI SOUTH,Independent,S.MANIMARAN,803,1.24E-06
Tamil Nadu,CHENNAI SOUTH,Desiya Makkal Sakthi Katchi,FARMER JAYARAMAN. S.K.J,792,1.23E-06
Tamil Nadu,CHENNAI SOUTH,Mahathma Makkal Munnetra Kazhakam,A.K.D. ELLAPPAN,761,1.18E-06
Tamil Nadu,CHENNAI SOUTH,Independent,K.KANNAN,625,9.68E-07
Tamil Nadu,CHENNAI SOUTH,Aravor Munnetra Kazhagam,BALAJI. G. MANGADU,589,9.13E-07
Tamil Nadu,CHENNAI SOUTH,Tamizhaga Murpokku Makkal Katchi,R.KANCHANA,566,8.77E-07
Tamil Nadu,CHENNAI SOUTH,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,KUTTIMANI. S,565,8.75E-07
Tamil Nadu,CHENNAI SOUTH,Naadaalum Makkal Katchi,SASI REKHA,559,8.66E-07
Tamil Nadu,CHENNAI SOUTH,Independent,P. SATHEESH KUMAR,521,8.07E-07
Tamil Nadu,CHENNAI SOUTH,Thakkam Katchi,P.SEKAR,435,6.74E-07
Tamil Nadu,CHENNAI SOUTH,Independent,R.YOGESHWARAN,426,6.60E-07
Tamil Nadu,CHENNAI SOUTH,Independent,J. SATHISH,418,6.48E-07
Tamil Nadu,CHENNAI SOUTH,Independent,V.P. RAVIKKARAN,373,5.78E-07
Tamil Nadu,CHENNAI SOUTH,Independent,A.PONNUDURAI,362,5.61E-07
Tamil Nadu,CHENNAI SOUTH,National Maha Sabha Party,N.V.DAMODARAN,343,5.31E-07
Tamil Nadu,CHENNAI SOUTH,Viro Ke Vir Indian Party,M.MUNUSWAMY,330,5.11E-07
